School Name,Program Code,Program Name,Fellowships,fellowship hours,other awards,other award hours,stipends,stipend hours,tuition scholarships
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,160.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,"4,211.00 ",,"4,360.00 ",20,"4,094.00 "
Health Sciences & Professions,MS8130,Athletic Training,,,215.00 ,,"4,360.00 ",20,"4,094.00 "
Health Sciences & Professions,DP8140,Physical Therapy,,,215.00 ,,"4,100.00 ",15,"4,094.00 "
Health Sciences & Professions,DP8140,Physical Therapy,,,215.00 ,,"4,100.00 ",15,"4,094.00 "
Health Sciences & Professions,MS8147,Exercise Physiology Clinical,,,215.00 ,,"4,350.00 ",20,"4,094.00 "
Health Sciences & Professions,MS6471,Food and Nutrition Sciences,,,"4,211.00 ",,"3,900.00 ",20,"4,094.00 "
International Studies,MA4216,Asian Studies,,,215.00 ,,"5,904.00 ",20,"4,094.00 "
International Studies,MA4207,Latin American Studies,,,215.00 ,,"5,200.00 ",20,"4,094.00 "
International Studies,MA4209,Intl Development Studies,,,"4,211.00 ",,"6,000.00 ",20,"4,094.00 "
International Studies,MA4209,Intl Development Studies,"5,904.00 ",,"4,211.00 ",,,,"4,094.00 "
International Studies,MA4216,Asian Studies,"5,904.00 ",,"4,211.00 ",,,,"4,094.00 "
International Studies,MA4206,African Studies,,,"4,211.00 ",,"6,000.00 ",20,"4,094.00 "
International Studies,MA4206,African Studies,,,"4,211.00 ",,"4,150.00 ",20,"4,094.00 "
International Studies,MA4209,Intl Development Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
International Studies,MA4206,African Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
International Studies,MA4206,African Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
International Studies,MA4206,African Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
International Studies,MA4209,Intl Development Studies,,,"4,211.00 ",,"6,500.00 ",20,"4,094.00 "
International Studies,MA4209,Intl Development Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
International Studies,MA4209,Intl Development Studies,,,"4,211.00 ",,"6,000.00 ",20,"4,094.00 "
International Studies,MA4206,African Studies,,,"4,211.00 ",,"5,904.00 ",20,"4,094.00 "
International Studies,MA4207,Latin American Studies,,,"4,211.00 ",,"5,750.00 ",20,"4,094.00 "
International Studies,MA4218,Communication and Dev Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
International Studies,MA4209,Intl Development Studies,,,"4,211.00 ",,"6,000.00 ",20,"4,094.00 "
International Studies,MA4206,African Studies,,,"4,211.00 ",,"5,904.00 ",20,"4,094.00 "
International Studies,MA4216,Asian Studies,,,"4,211.00 ",,"5,904.00 ",20,"4,094.00 "
International Studies,MA4206,African Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
International Studies,MA4206,African Studies,,,"4,211.00 ",,"6,000.00 ",20,"4,094.00 "
International Studies,MA4218,Communication and Dev Studies,,,"4,211.00 ",,"5,900.00 ",20,"4,094.00 "
International Studies,MA4218,Communication and Dev Studies,,,"4,211.00 ",,"5,500.00 ",20,"4,094.00 "
International Studies,MA4216,Asian Studies,,,"4,211.00 ",,"5,904.00 ",20,"4,094.00 "
International Studies,MA4218,Communication and Dev Studies,,,"4,211.00 ",,"6,000.00 ",20,"4,094.00 "
International Studies,MA4206,African Studies,,,"4,211.00 ",,"5,904.00 ",20,"4,094.00 "
International Studies,MA4207,Latin American Studies,,,"4,211.00 ",,"5,750.00 ",20,"4,094.00 "
International Studies,MA4218,Communication and Dev Studies,,,,,"2,063.00 ",20,
International Studies,MA4206,African Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
International Studies,MA4206,African Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
International Studies,MA4207,Latin American Studies,,,"4,211.00 ",,"5,750.00 ",20,"4,094.00 "
International Studies,MA4207,Latin American Studies,,,"4,211.00 ",,"5,750.00 ",20,"4,094.00 "
International Studies,MA4218,Communication and Dev Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
International Studies,MA4209,Intl Development Studies,,,"4,211.00 ",,"6,550.00 ",20,"4,094.00 "
International Studies,ND9906,Global Exchange Partnerships,,,"4,211.00 ",,"7,550.00 ",15,"4,094.00 "
International Studies,MA4218,Communication and Dev Studies,,,"4,211.00 ",,"4,250.00 ",15,"4,094.00 "
International Studies,MA4206,African Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
International Studies,MA4209,Intl Development Studies,,,"4,211.00 ",,"5,500.00 ",20,"4,094.00 "
International Studies,MA4216,Asian Studies,,,224.00 ,,"5,904.00 ",20,"4,094.00 "
International Studies,MA4218,Communication and Dev Studies,,,"4,624.00 ",,,,"4,094.00 "
International Studies,MA4218,Communication and Dev Studies,,,"4,211.00 ",,"5,750.00 ",20,"4,094.00 "
International Studies,MA4207,Latin American Studies,,,"4,211.00 ",,"6,550.00 ",15,"4,094.00 "
International Studies,MA4209,Intl Development Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
International Studies,MA4207,Latin American Studies,,,"4,211.00 ",,"5,750.00 ",20,"4,094.00 "
International Studies,MA4218,Communication and Dev Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
International Studies,MA4207,Latin American Studies,,,"4,624.00 ",,,,"4,094.00 "
International Studies,MA4216,Asian Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
International Studies,MA4206,African Studies,,,"4,211.00 ",,"6,000.00 ",20,"4,094.00 "
International Studies,MA4218,Communication and Dev Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
International Studies,MA4218,Communication and Dev Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
International Studies,MA4218,Communication and Dev Studies,,,"4,211.00 ",,"5,500.00 ",20,"4,094.00 "
International Studies,MA4209,Intl Development Studies,,,"4,211.00 ",,"5,900.00 ",20,"4,094.00 "
International Studies,MA4218,Communication and Dev Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
International Studies,MA4218,Communication and Dev Studies,,,"4,211.00 ",,"6,000.00 ",20,"4,094.00 "
International Studies,MA4206,African Studies,,,"4,211.00 ",,"4,150.00 ",20,"4,094.00 "
International Studies,MA4218,Communication and Dev Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
International Studies,MA4209,Intl Development Studies,,,"4,211.00 ",,975.00 ,5,"3,119.00 "
Osteopathic Medicine,DO1210,Osteopathic Medicine,"7,667.00 ",,,,,,
Osteopathic Medicine,DO1210,Osteopathic Medicine,"7,667.00 ",,,,,,
Osteopathic Medicine,DO1210,Osteopathic Medicine,,,"19,605.00 ",,"8,017.00 ",20,
Osteopathic Medicine,DO1210,Osteopathic Medicine,,,"19,605.00 ",,"8,017.00 ",20,
Osteopathic Medicine,DO1210,Osteopathic Medicine,,,"18,534.00 ",,"8,017.00 ",20,
Osteopathic Medicine,DO1210,Osteopathic Medicine,"7,667.00 ",,,,,,
Osteopathic Medicine,DO1210,Osteopathic Medicine,,,"19,605.00 ",,"8,017.00 ",20,
Osteopathic Medicine,ND1209,Individual Prog of Study,,,215.00 ,,,,"4,094.00 "
Osteopathic Medicine,ND1209,Individual Prog of Study,,,215.00 ,,,,"4,094.00 "
Osteopathic Medicine,DO1210,Osteopathic Medicine,"7,667.00 ",,,,,,
Osteopathic Medicine,ND1209,Individual Prog of Study,,,215.00 ,,,,"4,094.00 "
Osteopathic Medicine,DO1210,Osteopathic Medicine,,,"19,605.00 ",,"8,017.00 ",20,
Osteopathic Medicine,DO1210,Osteopathic Medicine,,,"19,605.00 ",,"8,017.00 ",20,
Osteopathic Medicine,ND1209,Individual Prog of Study,,,215.00 ,,,,"4,094.00 "
Osteopathic Medicine,DO1210,Osteopathic Medicine,,,"19,605.00 ",,"8,017.00 ",20,
Osteopathic Medicine,DO1210,Osteopathic Medicine,,,"19,605.00 ",,"8,017.00 ",20,
Osteopathic Medicine,DO1210,Osteopathic Medicine,,,"19,605.00 ",,"8,017.00 ",20,
Osteopathic Medicine,DO1210,Osteopathic Medicine,,,"19,605.00 ",,"8,017.00 ",20,
Osteopathic Medicine,ND1209,Individual Prog of Study,,,215.00 ,,,,"4,094.00 "
Osteopathic Medicine,ND1209,Individual Prog of Study,,,215.00 ,,,,"4,094.00 "
Osteopathic Medicine,ND1209,Individual Prog of Study,,,"4,211.00 ",,,,"4,094.00 "
Osteopathic Medicine,ND1209,Individual Prog of Study,,,"4,211.00 ",,,,"4,094.00 "
Osteopathic Medicine,ND1209,Individual Prog of Study,,,"4,211.00 ",,,,"4,094.00 "
Osteopathic Medicine,ND1209,Individual Prog of Study,,,215.00 ,,,,"4,094.00 "
Health Sciences & Professions,MS6600,Social Work,,,215.00 ,,"3,900.00 ",15,"4,094.00 "
Health Sciences & Professions,MS6600,Social Work,,,215.00 ,,"3,900.00 ",15,"4,094.00 "
Health Sciences & Professions,MS6604,Social Work,,,215.00 ,,"3,900.00 ",15,"4,094.00 "
Health Sciences & Professions,MS6604,Social Work,,,215.00 ,,"6,750.00 ",20,"4,094.00 "
Health Sciences & Professions,MS6604,Social Work,,,215.00 ,,"6,750.00 ",20,"4,094.00 "
Health Sciences & Professions,MS6604,Social Work,,,215.00 ,,"6,750.00 ",20,"4,094.00 "
Health Sciences & Professions,MS6604,Social Work,,,215.00 ,,"3,900.00 ",15,"4,094.00 "
Health Sciences & Professions,MS6600,Social Work,,,215.00 ,,"3,900.00 ",15,"4,094.00 "
Health Sciences & Professions,MS6600,Social Work,,,"4,211.00 ",,"3,900.00 ",20,"4,094.00 "
Health Sciences & Professions,MS6600,Social Work,,,215.00 ,,"3,900.00 ",15,"4,094.00 "
Health Sciences & Professions,MS6600,Social Work,,,"4,211.00 ",,"3,900.00 ",15,"4,094.00 "
